 ** NVTX Range Summary (nvtx_sum):

 Time (%)  Total Time (ns)  Instances    Avg (ns)      Med (ns)     Min (ns)    Max (ns)   StdDev (ns)   Style                                                Range                                              
      0.1       15,635,217        202   77,402.1  62,977.0    26,817   471,910     72,450.9  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       15,616,513      1,390   11,234.9   9,856.0     5,632    21,985      4,126.8  sm80_xmma_fprop_implicit_gemm_interleaved_i8f32_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1       15,613,450      1,362   11,463.6  10,145.0     5,984    22,176      4,080.0  sm80_xmma_fprop_implicit_gemm_interleaved_i8f32_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1       15,488,019      3,648    4,245.6   3,584.0     3,072    11,584      1,189.0  void CUTENSOR_NAMESPACE::permutationKernelPLC3<CUTENSOR_NAMESPACE::VectorWrite2DTensorView<(unsigne…
      0.1       15,486,314        214   72,366.0  57,361.0    21,568   432,774     70,781.4  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       15,442,282        118  130,866.8  83,761.0    44,512   320,356     95,540.4  sm80_xmma_fprop_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x…
      0.1       15,412,211      2,050    7,518.2   7,104.0     4,416    19,233      2,608.1  sm80_xmma_fprop_implicit_gemm_interleaved_i8f32_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1       15,400,648      2,050    7,512.5   6,880.0     3,968    18,688      2,774.2  sm80_xmma_fprop_implicit_gemm_interleaved_i8f32_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1       15,327,915      1,196   12,816.0  11,168.5     5,184    41,184      6,614.4  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       15,256,648        118  129,293.6  82,241.0    43,456   317,635     95,142.9  sm80_xmma_fprop_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nhwc_tilesize128x128x16_stage4_warpsize2x…
      0.1       15,243,668      1,576    9,672.4   9,472.0     5,152    17,472      2,751.1  trt_ampere_h16816gemm_128x64_ldg8_stages_64x4_nn_v1                                                 
      0.1       15,144,522        218   69,470.3  56,641.0    20,032   405,350     60,884.1  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       15,105,892      1,470   10,276.1   9,728.0     4,128    21,152      4,070.7  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x64x64_stage3_warpsize2x2x…
      0.1       15,038,537        206   73,002.6  58,977.0    19,905   417,382     68,380.7  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       15,022,421      2,290    6,560.0   6,240.0     3,200    16,543      2,272.4  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       14,999,009      2,062    7,274.0   6,816.0     4,512    19,232      2,546.6  sm80_xmma_fprop_implicit_gemm_interleaved_i8f32_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1       14,998,535      2,202    6,811.3   6,689.0     4,032    10,592      1,604.9  sm80_xmma_fprop_implicit_gemm_interleaved_i8f16_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1       14,958,599        206   72,614.6  67,233.0    21,472   407,557     68,069.9  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       14,830,592        218   68,030.2  63,424.5    20,096   401,028     65,270.9  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       14,767,651        206   71,687.6  63,472.5    25,056   396,934     64,407.9  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       14,767,323        202   73,105.6  64,129.0    21,217   414,214     69,812.2  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       14,753,105      2,094    7,045.4   6,880.5     3,936    10,272      1,861.9  sm80_xmma_fprop_implicit_gemm_interleaved_i8f16_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1       14,748,037        214   68,916.1  57,264.5    19,776   408,388     66,781.0  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       14,687,695      2,158    6,806.2   6,496.0     4,224    10,368      1,500.8  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       14,683,397      2,074    7,079.7   6,592.0     4,256    19,457      2,591.7  sm80_xmma_fprop_implicit_gemm_interleaved_i8f32_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1       14,625,730        218   67,090.5  59,648.5    26,145   198,211     38,147.4  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       14,593,859        218   66,944.3  62,593.0    20,704   393,413     62,485.9  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       14,461,079      1,644    8,796.3   8,928.0     3,872    14,848      2,623.8  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x32x32_stage4_warpsize4x1x…
      0.1       14,403,931        214   67,308.1  61,616.0    22,944   359,845     56,332.0  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       14,382,749        246   58,466.5  52,081.0    20,960   104,289     28,500.6  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       14,381,658        254   56,620.7  47,456.5    19,200   250,691     45,022.1  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       14,380,926        250   57,523.7  48,384.5    21,888   250,340     45,086.3  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       14,377,555      1,184   12,143.2   9,408.0     5,056    38,945      6,792.7  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       14,313,204      1,512    9,466.4   9,440.0     5,184    17,632      2,591.8  trt_ampere_h16816gemm_128x64_ldg8_stages_64x4_tn_v1                                                 
      0.1       14,226,416      1,430    9,948.5   9,088.0     5,696    21,024      3,698.8  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize64x128x32_stage5_warpsize2x2x…
      0.1       14,224,442      2,122    6,703.3   6,752.0     3,872     9,760      1,639.0  sm80_xmma_fprop_implicit_gemm_interleaved_i8f16_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1       14,131,110      1,426    9,909.6   8,800.0     3,712    21,153      4,096.9  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x64x32_stage5_warpsize2x2x…
      0.1       14,081,591        246   57,242.2  42,032.5    21,664   211,395     38,040.5  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       14,023,671         94  149,188.0  102,865…    53,377   424,389    113,788.4  trt_ampere_scudnn_128x64_relu_xregs_large_nn_v1                                                     
      0.1       14,022,438      1,470    9,539.1   9,376.0     3,616    17,152      2,964.9  trt_ampere_h16816gemm_64x128_ldg8_stages_32x6_tn_v1                                                 
      0.1       14,021,148        250   56,084.6  56,193.0    22,721   222,051     38,620.7  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       13,956,926      1,452    9,612.2   8,416.0     4,320    20,513      3,694.7  trt_ampere_h16816gemm_64x128_ldg8_relu_stages_64x4_nn_v1                                            
      0.1       13,949,193      2,044    6,824.5   6,752.0     4,032    10,529      1,620.5  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       13,932,456      1,964    7,093.9   6,592.0     4,448    17,057      2,349.1  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       13,930,233        286   48,707.1  38,688.0    21,856   142,978     23,421.0  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       13,920,660      1,164   11,959.3   9,440.0     4,992    38,656      6,757.1  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       13,862,867        266   52,116.0  45,200.5    18,816   214,339     37,380.1  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       13,852,725      1,952    7,096.7   6,368.0     3,456    16,928      2,387.6  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       13,831,770        262   52,793.0  42,113.0    18,368   203,491     36,511.4  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       13,824,658      2,004    6,898.5   6,368.0     3,424    16,800      2,475.2  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       13,810,494        274   50,403.3  40,160.5    20,576   249,443     35,295.6  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       13,803,456      1,336   10,331.9   8,992.5     4,384    29,824      4,998.7  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       13,744,376        278   49,440.2  47,328.5    20,544   207,683     34,620.6  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       13,722,515      2,044    6,713.6   6,720.0     3,904     9,792      1,668.5  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       13,710,381        266   51,542.8  47,824.0    18,304   126,978     26,832.6  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       13,701,785        246   55,698.3  51,456.0    22,816   113,282     27,493.1  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       13,698,264        266   51,497.2  49,601.0    21,888   211,811     35,286.4  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       13,668,178      1,478    9,247.8   9,312.0     3,712    17,121      2,928.1  trt_ampere_h16816gemm_64x128_ldg8_stages_32x6_nn_v1                                                 
      0.1       13,662,086      1,428    9,567.3   8,320.0     4,320    20,768      3,644.7  trt_ampere_h16816gemm_64x128_ldg8_relu_stages_64x4_tn_v1                                            
      0.1       13,635,062      1,426    9,561.8  10,624.0     4,928    13,249      2,402.1  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize64x64x64_stage4_warpsize2x2x1…
      0.1       13,630,458        282   48,335.0  40,065.0    17,536   209,955     35,566.6  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       13,628,981        298   45,734.8  36,833.0    17,664   139,329     27,139.8  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       13,622,400      2,200    6,192.0   6,080.0     3,744     9,760      1,345.2  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       13,607,413        270   50,397.8  55,520.5    18,144   199,522     34,163.0  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       13,603,952        254   53,558.9  43,168.0    18,880   117,313     28,393.1  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       13,557,750        274   49,480.8  53,137.0    20,545   203,491     34,264.5  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       13,552,119        302   44,874.6  36,161.0    17,472   110,498     24,319.4  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       13,504,399        278   48,577.0  45,824.5    18,592   130,306     25,861.5  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       13,493,206      1,060   12,729.4   9,856.0     5,056    38,849      8,113.8  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x128x64_stage3_warpsize2x2…
      0.1       13,464,303      1,084   12,420.9   9,472.0     4,768    38,433      8,196.8  sm80_xmma_fprop_implicit_gemm_interleaved_i8f16_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1       13,461,940        278   48,424.2  47,073.0    20,032   190,915     31,328.4  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       13,428,655        294   45,675.7  41,072.5    17,248    80,641     20,064.5  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       13,408,109      1,304   10,282.3   9,217.0     4,384    29,824      5,034.0  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       13,402,420        282   47,526.3  39,392.5    17,376   117,762     26,233.1  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       13,396,887      1,717    7,802.5   3,872.0     1,312    24,864      6,810.0  void cuEltwise::eltwise<cuEltwise::SimpleAlgo<float, float>, cuEltwise::Compute<(nvinfer1::ElementW…
      0.1       13,374,386        290   46,118.6  37,072.5    20,928   137,666     22,641.1  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       13,354,767        282   47,357.3  45,969.0    20,288   226,403     32,422.2  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       13,331,412      1,968    6,774.1   6,112.0     3,712    16,928      2,449.3  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       13,293,647        114  116,610.9  70,641.0    66,273   262,756     71,221.1  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize64x128x8_stage3_warpsize1x4x1…
      0.1       13,292,175      1,064   12,492.6   9,312.0     4,864    38,816      8,236.6  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x128x32_stage4_warpsize2x2…
      0.1       13,268,820        322   41,207.5  36,385.0    16,992   144,674     21,380.7  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       13,232,530        282   46,923.9  39,872.5    17,408   111,681     24,215.0  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       13,228,753        278   47,585.4  49,408.5    24,480   111,713     20,244.1  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       13,208,173        302   43,735.7  37,809.0    17,345    91,233     20,342.4  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       13,194,017      1,164   11,335.1   9,632.0     5,280    21,568      4,611.1  sm80_xmma_fprop_implicit_gemm_interleaved_i8f32_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1       13,148,533      1,494    8,800.9   7,936.0     5,088    18,496      2,871.9  sm80_xmma_fprop_implicit_gemm_interleaved_i8f32_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1       13,124,367        294   44,640.7  39,376.5    17,824    79,585     20,456.8  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       13,117,773        286   45,866.3  40,480.5    16,704   116,578     25,053.1  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       13,117,235        294   44,616.4  41,264.0    20,896   112,161     20,898.7  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       13,070,674        294   44,458.1  36,689.0    22,080    74,337     16,899.7  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       13,044,423      1,140   11,442.5   9,760.0     5,664    21,473      4,528.6  sm80_xmma_fprop_implicit_gemm_interleaved_i8f32_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1       13,037,231        314   41,519.8  35,088.0    15,936    77,697     19,860.4  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       13,023,243        330   39,464.4  32,272.0    17,568    96,257     19,991.1  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       13,005,836        110  118,234.9  79,153.0    41,344   402,948     95,364.1  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize128x64x8_stage2_warpsize4x1x1…
      0.1       13,005,609        314   41,419.1  35,665.0    20,288   120,066     16,718.1  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       12,984,417        130   99,880.1  66,721.0    36,097   295,396     73,890.4  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize128x64x8_stage3_warpsize2x2x1…
      0.1       12,983,981        302   42,993.3  40,768.0    20,544   120,929     22,217.0  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       12,979,116        330   39,330.7  31,552.0    20,961    75,169     16,307.5  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       12,973,933        114  113,806.4  69,041.0    65,665   252,995     68,275.2  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize64x128x8_stage3_warpsize1x4x1…
      0.1       12,924,906        318   40,644.4  33,024.0    21,056    71,329     16,016.4  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       12,923,443      1,032   12,522.7   9,568.0     4,704    38,528      8,414.3  sm80_xmma_fprop_implicit_gemm_interleaved_i8f16_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1       12,899,541        310   41,611.4  39,920.5    20,385   151,970     21,945.8  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       12,892,044        306   42,130.9  34,176.0    19,968    75,393     17,771.2  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       12,890,888        322   40,033.8  36,705.0    17,440   100,416     17,417.4  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       12,889,321        314   41,048.8  35,888.5    20,449    66,624     16,381.5  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       12,888,875      2,230    5,779.8   5,840.5     3,296     8,288      1,201.1  sm80_xmma_fprop_implicit_gemm_interleaved_i8f16_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1       12,878,401        118  109,139.0  71,104.5    37,665   363,781     93,766.3  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize128x64x8_stage2_warpsize1x4x1…
      0.1       12,847,529      1,292    9,943.9   7,904.0     4,416    30,080      5,304.3  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       12,815,079        302   42,434.0  35,153.0    20,128    73,441     18,093.6  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       12,756,942      1,458    8,749.6   8,000.0     4,832    19,040      3,115.4  sm80_xmma_fprop_implicit_gemm_interleaved_i8f32_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1       12,754,413        346   36,862.5  30,880.0    17,440    87,522     16,751.8  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       12,744,585        318   40,077.3  31,744.0    16,097   112,545     21,589.9  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       12,705,968      1,438    8,835.9   7,712.0     3,744    22,880      4,027.3  sm80_xmma_fprop_implicit_gemm_interleaved_i8f16_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1       12,679,262      2,016    6,289.3   6,176.0     3,136     9,856      1,514.6  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       12,673,946      1,962    6,459.7   6,560.0     3,680     9,441      1,523.2  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       12,672,529      1,296    9,778.2   7,904.0     4,480    29,792      5,153.8  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       12,614,706      1,936    6,515.9   6,144.0     3,968    12,160      1,584.5  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       12,611,359        314   40,163.6  34,529.0    20,192    68,353     15,829.9  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       12,588,158      3,562    3,534.0   2,144.0     1,536    17,536      3,929.9  void cuInt8::nhwcToNchwKernel<float>(int, int, int, int, int, int, int, int, const T1 *, T1 *)      
      0.1       12,571,139        326   38,561.8  30,272.0    21,441    74,849     15,843.2  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       12,543,611      1,884    6,658.0   5,632.0     3,424    16,832      2,606.0  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       12,541,534      1,008   12,442.0   9,104.5     4,832    62,657      8,404.5  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize256x64x32_stage3_warpsize4x1x…
